Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
2428,NVIDIA GeForce2 MX + nForce 220,GPU,2001-06-04,180.0,16.88625757060828,65.0,20.0,175.0,Unknown,NVIDIA,1494.5836810385208,115.43973910402046,62.53777970929575,0.3076923076923077,6.836312819540989,0
2429,NVIDIA GeForce GTX 980 Ti,GPU,2015-06-02,28.0,250.0,601.0,8000.0,1000.0,TSMC,NVIDIA,5171.874408979312,6060.0,189.4,13.311148086522463,24.24,2
2430,AMD Radeon Pro Duo,GPU,2016-04-26,28.0,350.0,596.0,8900.0,1000.0,TSMC,AMD,8192.0,8192.0,512.0,14.93288590604027,23.405714285714286,2
2431,AMD Radeon Pro 5500M,GPU,2019-11-13,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,8909.0,4454.0,278.4,40.50632911392405,52.4,5
2432,NVIDIA GeForce 9400M,GPU,2008-10-15,65.0,12.0,144.0,314.0,450.0,Unknown,NVIDIA,384.0081526199802,35.2,10.679457978273199,2.1805555555555554,2.9333333333333336,0
2433,AMD Radeon R3E Mobile Graphics,GPU,2015-01-28,28.0,100.0,107.0,930.0,351.0,GF,AMD,360.37851522932965,89.86,5.616,8.69158878504673,0.8986,2
2434,Intel Iris Plus Graphics 650,GPU,2017-01-03,14.0,15.0,121.2942682644355,162.007250232509,300.0,Intel,Intel,1766.0,883.2,220.8,1.3356546236736802,58.88,3
2435,ATI Radeon HD 4650 AGP,GPU,2008-09-10,55.0,48.0,146.0,514.0,600.0,TSMC,ATI,752.0130244890635,384.0,69.45360549960334,3.5205479452054793,8.0,0
2436,NVIDIA GeForce 315M,GPU,2011-01-05,40.0,14.0,57.0,260.0,606.0,TSMC,NVIDIA,384.57777379878337,38.78,8.806843901452414,4.56140350877193,2.77,0
2437,NVIDIA GeForce GTX 260 Rev. 2,GPU,2008-07-23,55.0,182.0,470.0,1400.0,576.0,TSMC,NVIDIA,906.6779445355862,476.9,59.62,2.978723404255319,2.6203296703296703,0
2438,NVIDIA GeForce RTX 3050,GPU,2021-01-01,8.0,90.0,239.58713017628426,1371.808555813814,1545.0,Samsung,NVIDIA,8018.000000000001,8018.000000000001,125.3,5.7257188848351745,89.0888888888889,0
2439,ATI Radeon 7500 Mac Edition,GPU,2002-04-16,150.0,23.0,83.0,60.0,260.0,TSMC,ATI,2288.462791468349,700.8439992468642,235.5968396956895,0.7228915662650602,30.471478228124532,0
2440,NVIDIA GeForce GTX 965M,GPU,2015-01-09,28.0,20.841812138650244,398.0,5200.0,935.0,TSMC,NVIDIA,2709.966614373552,1915.0,59.84,13.06532663316583,91.88260537329741,2
2441,Intel Iris Graphics 6100,GPU,2014-09-05,14.0,15.0,133.0,164.06019324471686,300.0,Intel,Intel,1536.0,768.0,192.0,1.233535287554262,51.2,3
2442,AMD Radeon RX 5300M,GPU,2019-11-13,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD,8138.0,4069.0,254.3,40.50632911392405,47.870588235294115,5
2443,NVIDIA GeForce G102M,GPU,2009-01-08,65.0,14.0,144.0,314.0,450.0,Unknown,NVIDIA,384.0062556609021,35.2,10.6744755372063,2.1805555555555554,2.5142857142857147,0
2444,AMD FirePro S9170,GPU,2015-07-08,28.0,275.0,438.0,6200.0,930.0,TSMC,AMD,7237.01412770487,5238.0,2619.0,14.155251141552512,19.047272727272727,2
2445,NVIDIA GeForce GTX 980 Mobile,GPU,2015-09-21,28.0,17.260650237248026,398.0,5200.0,1064.0,TSMC,NVIDIA,4935.956143705392,4358.0,136.2,13.06532663316583,252.48179762055264,2
2446,NVIDIA GeForce GTX 1650 Ti Mobile,GPU,2020-04-23,12.0,50.0,284.0,6600.0,1350.0,TSMC,NVIDIA,6083.0,3041.0,95.04,23.239436619718308,60.82,0
2447,ATI Radeon 9550 XT,GPU,2005-05-04,130.0,24.707409561938594,76.0,60.0,425.0,TSMC,ATI,618.5682418400995,28.9102744296451,92.34642866540547,0.7894736842105263,1.1701054437605212,0
2448,AMD Radeon HD 6625M,GPU,2011-01-04,40.0,26.0,104.0,716.0,450.0,TSMC,AMD,822.1247134120497,432.0,99.99389400466711,6.884615384615385,16.615384615384617,0
2449,NVIDIA GeForce GT 520 OEM,GPU,2012-08-20,40.0,29.0,79.0,292.0,589.0,TSMC,NVIDIA,534.9989847595893,269.2,22.43,3.6962025316455698,9.282758620689656,0
2450,NVIDIA GeForce MX350,GPU,2020-02-10,14.0,20.0,132.0,3300.0,1354.0,Samsung,NVIDIA,29.36,1879.0,58.72,25.0,93.95,3
2451,AMD Radeon Vega 8 Embedded,GPU,2018-04-19,14.0,35.0,210.0,4940.0,300.0,GF,AMD,2255.0,1127.0,70.46,23.523809523809526,32.2,3
2452,NVIDIA GeForce G210 OEM Rev. 2,GPU,2009-08-24,40.0,31.0,57.0,260.0,589.0,TSMC,NVIDIA,384.58672301427305,44.86,8.80040073471983,4.56140350877193,1.4470967741935483,0
2453,ATI Radeon 9800 PRO MAXX,GPU,NaT,150.0,94.0,215.0,117.0,380.0,TSMC,ATI,599.1428621164322,33.68063083210324,93.73353173387356,0.5441860465116279,0.3583045833202472,0
2454,ATI Radeon 9800 SE,GPU,2003-03-01,150.0,64.20397990987865,215.0,117.0,378.0,TSMC,ATI,608.4062169755177,34.08755226805822,94.37683742829984,0.5441860465116279,0.5309258447203112,0
2455,NVIDIA Quadro FX 570M,GPU,2007-06-01,80.0,45.0,169.0,289.0,475.0,TSMC,NVIDIA,384.34545519713123,60.8,11.074526058885724,1.7100591715976332,1.3511111111111112,0
2456,NVIDIA GeForce GT 630 Rev. 2,GPU,2013-05-29,28.0,25.0,87.0,1020.0,902.0,TSMC,NVIDIA,1221.6835600090508,692.7,28.86,11.724137931034482,27.708000000000002,2
2457,ATI Radeon X800 GT,GPU,2005-11-01,130.0,40.0,297.0,160.0,475.0,TSMC,ATI,587.84,71.12570080311195,76.65505912409023,0.5387205387205387,1.778142520077799,0
2458,AMD Radeon HD 7510 OEM,GPU,2013-02-01,40.0,39.0,118.0,716.0,650.0,TSMC,AMD,780.9655900023013,416.0,74.97131209309212,6.067796610169491,10.666666666666666,0
2459,AMD Radeon R7 370,GPU,2015-06-18,28.0,110.0,212.0,2800.0,925.0,TSMC,AMD,1907.3361681865633,1997.0,124.8,13.20754716981132,18.154545454545456,2
2460,ATI FireMV 2250 PCIe x1,GPU,2007-01-01,80.0,32.0,100.0,107.0,600.0,UMC,ATI,2789.549077130662,59.1685680380337,34.73185077646328,1.07,1.849017751188553,0
2461,ATI Radeon HD 5450,GPU,2010-02-04,40.0,19.0,59.0,292.0,650.0,TSMC,ATI,384.82886767910884,104.0,11.187454007200662,4.9491525423728815,5.473684210526316,0
2462,NVIDIA GeForce MX330,GPU,2020-02-10,14.0,10.0,74.0,1800.0,1531.0,Samsung,NVIDIA,19.13,1224.0,38.26,24.324324324324323,122.4,3
2463,AMD Radeon R3 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,1200.0,200.0,GF,AMD,167.7,167.7,10.48,9.6,11.18,2
2464,AMD Radeon Vega 8 Embedded,GPU,2018-02-13,14.0,15.0,210.0,4940.0,300.0,GF,AMD,2253.0,1126.0,70.4,23.523809523809526,75.06666666666666,3
2465,Intel HD Graphics,GPU,2010-01-10,45.0,35.0,114.0,177.0,533.0,Intel,Intel,384.9256069111308,102.3,13.277838640756418,1.5526315789473684,2.9228571428571426,1
2466,3dfx Voodoo5 5500 PCI,GPU,2000-06-22,250.0,30.0,112.0,14.0,166.0,TSMC,Other,1405.111645346821,250.15827089112292,86.99047916283692,0.125,8.338609029704097,0
2467,NVIDIA GeForce 6600 GT Dual,GPU,2004-08-12,110.0,47.0,154.0,146.0,500.0,TSMC,NVIDIA,621.6840362094191,40.32,12.258118430790597,0.948051948051948,0.857872340425532,0
2468,AMD Radeon R9 290X,GPU,2013-10-24,28.0,290.0,438.0,6200.0,1000.0,TSMC,AMD,7707.136048306379,5632.0,704.0,14.155251141552512,19.420689655172414,2
2469,AMD Radeon R9 270,GPU,2013-11-13,28.0,150.0,212.0,2800.0,900.0,TSMC,AMD,3255.6250767583238,2368.0,148.0,13.20754716981132,15.786666666666667,2
2470,AMD Radeon RX 5700 XT,GPU,2019-07-07,7.0,225.0,251.0,10300.0,1605.0,TSMC,AMD,19510.0,9754.0,609.6,41.03585657370518,43.35111111111111,5
2471,NVIDIA NVS 3100M,GPU,2010-01-07,40.0,14.0,57.0,260.0,606.0,TSMC,NVIDIA,384.6147340172614,46.98,8.813153984214459,4.56140350877193,3.3557142857142854,0
2472,ATI Radeon DDR MAXX,GPU,2000-06-01,180.0,21.768809208065772,115.0,30.0,148.0,TSMC,ATI,630.0118195699794,109.6854813671416,62.1300955327624,0.2608695652173913,5.038653254698975,0
2473,NVIDIA Quadro NVS 440,GPU,2006-02-14,110.0,31.0,154.0,146.0,250.0,TSMC,NVIDIA,1840.1994945629403,840.5103401694332,271.4519619290282,0.948051948051948,27.113236779659136,0
2474,NVIDIA GRID K260Q,GPU,2013-06-28,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,3049.994434426096,2289.0,95.36,12.040816326530612,10.173333333333334,2
2475,NVIDIA GeForce 9300 + nForce 730i,GPU,2007-04-17,65.0,40.0,144.0,314.0,450.0,Unknown,NVIDIA,383.98317112725977,35.2,10.605083924481855,2.1805555555555554,0.8800000000000001,0
2476,NVIDIA GeForce GTX 1060 5 GB,GPU,2017-12-26,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7,22.0,36.458333333333336,3
2477,AMD Radeon R7 M260DX,GPU,2014-01-07,28.0,18.0,56.0,690.0,955.0,TSMC,AMD,1249.4757643606117,659.2,41.2,12.321428571428571,36.62222222222223,2
2478,Intel Xeon Phi SE10X,GPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,1089.8490046649,536.8,19.326588635618375,14.285714285714286,1.7893333333333332,2
2479,AMD Radeon HD 7480D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,720.0,TSMC,AMD,459.002217944549,184.3,23.93057129016354,5.296747967479675,2.8353846153846156,1
2480,NVIDIA GeForce GTX 1060 6 GB GP104,GPU,2018-03-08,16.0,120.0,314.0,7200.0,1506.0,TSMC,NVIDIA,68.32,4372.0,136.6,22.929936305732483,36.43333333333333,3
2481,AMD Radeon HD 6970,GPU,2010-12-14,40.0,250.0,389.0,2640.0,880.0,TSMC,AMD,3992.8757634790845,2703.0,675.8,6.786632390745501,10.812,0
2482,AMD Radeon R7 250XE,GPU,2014-08-21,28.0,80.0,123.0,1500.0,860.0,TSMC,AMD,805.4576089358524,1101.0,68.8,12.195121951219512,13.7625,2
2483,ATI Radeon IGP 345M,GPU,2002-10-05,180.0,23.0,73.0,30.0,183.0,Unknown,ATI,1410.9472608677343,168.10982034834095,62.649918748623215,0.410958904109589,7.309122623840911,0
2484,AMD Radeon HD 7970 X2,GPU,2012-08-31,28.0,500.0,352.0,4313.0,925.0,TSMC,AMD,3067.5915812254666,3789.0,947.2,12.252840909090908,7.578,2
2485,NVIDIA GeForce GT 1030 DDR4,GPU,2018-03-12,14.0,20.0,74.0,1800.0,1152.0,Samsung,NVIDIA,16.55,1059.0,33.1,24.324324324324323,52.95,3
2486,Intel UHD Graphics 630,GPU,2017-09-01,14.0,15.0,143.98577142926766,2837.8284422121533,350.0,Intel,Intel,772.8,386.4,96.6,19.7090894054502,25.759999999999998,3
2487,NVIDIA PG506-232,GPU,2021-04-12,7.0,165.0,826.0,54200.0,930.0,TSMC,NVIDIA,10320.0,10320.0,5161.0,65.61743341404359,62.54545454545455,5
2488,NVIDIA Quadro K600,GPU,2013-03-01,28.0,41.0,118.0,1270.0,876.0,TSMC,NVIDIA,604.6311392444642,336.4,14.02,10.76271186440678,8.204878048780488,2
2489,NVIDIA GeForce GTX 1660 Ti Mobile,GPU,2019-04-23,12.0,8.10599553409248,284.0,6600.0,1455.0,TSMC,NVIDIA,9769.0,4884.0,152.6,23.239436619718308,602.5169862799333,0
2490,ATI Mobility Radeon X1350,GPU,2006-09-18,80.0,17.91565211049993,100.0,107.0,371.0,UMC,ATI,611.7638011072304,29.922536350945173,94.0535288488205,1.07,1.6701896289562521,0
2491,NVIDIA GeForce FX 5200 PCI,GPU,2003-03-06,150.0,15.5,91.0,45.0,250.0,TSMC,NVIDIA,2170.412123494125,629.0855066740777,234.05103471357157,0.4945054945054945,40.58616172090824,0
2492,ATI Radeon X1300 XT AGP,GPU,2006-08-12,90.0,22.0,150.0,157.0,500.0,TSMC,ATI,610.1580143055419,58.45443452853175,27.46158248552915,1.0466666666666666,2.6570197512968976,0
2493,AMD Radeon R5 230,GPU,2014-04-03,40.0,19.0,67.0,370.0,625.0,TSMC,AMD,457.9135101431326,200.0,16.198717349220512,5.522388059701493,10.526315789473685,0
2494,NVIDIA Quadro T600 Mobile,GPU,NaT,12.0,18.0,200.0,4700.0,735.0,TSMC,NVIDIA,4785.0,2392.0,74.76,23.5,132.88888888888889,0
2495,AMD Radeon HD 7970,GPU,2011-12-22,28.0,250.0,352.0,4313.0,925.0,TSMC,AMD,3753.6515338957506,3789.0,947.2,12.252840909090908,15.156,2
2496,AMD Radeon RX 6700M,GPU,NaT,7.0,180.0,335.0,17200.0,1489.0,TSMC,AMD,20740.0,10370.0,648.0,51.343283582089555,57.611111111111114,5
2497,ATI Radeon X1300 XT,GPU,2006-08-12,90.0,22.0,150.0,157.0,500.0,TSMC,ATI,610.1580143055419,58.45443452853175,27.46158248552915,1.0466666666666666,2.6570197512968976,0
2498,ATI Radeon X1300 PRO AGP,GPU,2005-10-01,90.0,31.0,100.0,107.0,600.0,TSMC,ATI,2766.6102258667006,59.0130753116391,34.34137097602376,1.07,1.9036475906980355,0
2499,AMD Radeon E9171 MCM,GPU,2017-10-03,14.0,40.0,103.0,2200.0,1124.0,GF,AMD,1248.0,1248.0,78.02,21.359223300970875,31.2,3
2500,NVIDIA GeForce Go 7300,GPU,2006-02-01,90.0,29.46487601462569,81.0,112.0,350.0,TSMC,NVIDIA,604.9725438809628,21.77758993425854,94.12788736131394,1.382716049382716,0.7391033963098518,0
2501,NVIDIA Quadro FX 2700M,GPU,2008-08-14,65.0,65.0,240.0,505.0,530.0,TSMC,NVIDIA,385.0441784066805,127.2,16.09926910989031,2.1041666666666665,1.956923076923077,0
2502,Intel GMA 950,GPU,2006-01-01,90.0,7.0,122.54035195182082,110.92718001072971,250.0,Intel,Intel,404.12,44.19201456131204,56.9741785278681,0.9052298140480528,6.313144937330292,0
2503,NVIDIA GeForce FX Go5300,GPU,2003-03-01,150.0,13.0,124.0,45.0,275.0,TSMC,NVIDIA,1819.146025898125,397.38104567890434,149.24408912829634,0.3629032258064516,30.567772744531105,0
2504,AMD Radeon E8860,GPU,2014-01-25,28.0,37.0,123.0,1500.0,575.0,TSMC,AMD,786.4000000000001,800.0,50.0,12.195121951219512,21.62162162162162,2
2505,AMD Radeon Pro Vega 16,GPU,2018-11-14,14.0,75.0,153.51544121572374,2300.4399647677537,815.0,GF,AMD,4874.0,2437.0,152.3,14.985072163099984,32.49333333333333,3
2506,NVIDIA GeForce 6800 XT,GPU,2005-09-30,110.0,63.99756009099443,287.0,222.0,300.0,TSMC,NVIDIA,1072.68,288.3530282265633,93.81097997103582,0.7735191637630662,4.50568783898278,0
2507,NVIDIA GeForce 7300 GS Low Profile,GPU,2006-01-18,90.0,23.0,81.0,112.0,450.0,TSMC,NVIDIA,606.7955432854095,29.874111701408303,76.38632288160053,1.382716049382716,1.298874421800361,0
2508,ATI Radeon HD 4570 Rebrand,GPU,2009-11-22,55.0,65.0,135.0,378.0,796.0,TSMC,ATI,602.1532078203594,191.0,12.959999999999999,2.8,2.9384615384615387,0
2509,Intel Xeon Phi 5110P,GPU,2012-11-12,22.0,225.0,350.0,5000.0,1053.0,Intel,Intel,1095.9019957439941,505.4,19.16269879567855,14.285714285714286,2.2462222222222223,2
2510,NVIDIA GeForce 9800S,GPU,2008-07-15,65.0,75.0,240.0,505.0,600.0,TSMC,NVIDIA,454.01924905757227,192.0,19.512786017233005,2.1041666666666665,2.56,0
2511,NVIDIA GeForce 7025 + nForce 630a,GPU,2006-02-01,90.0,11.0,81.0,112.0,425.0,Unknown,NVIDIA,610.1302114759123,28.836947379845277,92.17806368009244,1.382716049382716,2.6215406708950253,0
2512,AMD Radeon R9 M485X,GPU,2016-05-15,28.0,250.0,366.0,5000.0,723.0,TSMC,AMD,2961.0,2961.0,185.1,13.66120218579235,11.844,2
2513,NVIDIA GeForce GTX 480M,GPU,2010-05-25,40.0,100.0,529.0,3100.0,425.0,TSMC,NVIDIA,936.6505810676038,598.4,74.8,5.8601134215500945,5.984,0
2514,NVIDIA GeForce GTX 285 Mac Edition,GPU,2009-01-15,55.0,204.0,470.0,1400.0,648.0,TSMC,NVIDIA,953.8375434826465,708.5,88.56,2.978723404255319,3.4730392156862746,0
2515,ATI Radeon X1600 XT Dual,GPU,NaT,90.0,42.0,150.0,157.0,590.0,TSMC,ATI,2810.244704108304,55.94111282189134,14.78287293497569,1.0466666666666666,1.3319312576640794,0
2516,ATI Radeon SDR PCI,GPU,2000-06-01,180.0,23.0,115.0,30.0,166.0,TSMC,ATI,615.581758924158,153.30311527032572,93.04694372697276,0.2608695652173913,6.665352837840248,0
2517,NVIDIA GeForce 9500 GS Rev. 2,GPU,2008-07-29,55.0,40.0,121.0,314.0,500.0,TSMC,NVIDIA,384.6605107547229,80.0,8.064414608220378,2.5950413223140494,2.0,0
2518,AMD Radeon RX Vega 11,GPU,2019-07-07,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3942.0,1971.0,123.2,23.523809523809526,131.4,3
2519,ATI Mobility Radeon HD 5165,GPU,2010-01-07,55.0,35.0,146.0,514.0,600.0,TSMC,ATI,752.0135565927073,384.0,59.4224336898152,3.5205479452054793,10.971428571428572,0
2520,ATI Radeon X800 GTO AGP,GPU,2007-11-08,130.0,49.0,281.0,160.0,400.0,TSMC,ATI,572.1599999999999,198.88167114826337,84.80395778606601,0.5693950177935944,4.058809615270681,0
2521,AMD Radeon R5 235X OEM,GPU,2013-12-21,40.0,18.0,67.0,370.0,875.0,TSMC,AMD,874.4039140952972,280.0,13.701895861619098,5.522388059701493,15.555555555555555,0
2522,NVIDIA Quadro Plex 2100 D4,GPU,2008-07-25,65.0,640.0,324.0,754.0,500.0,TSMC,NVIDIA,706.8943540453417,320.0,46.37797187119705,2.3271604938271606,0.5,0
2523,AMD Radeon Pro Duo Polaris,GPU,2017-04-24,14.0,250.0,232.0,5700.0,1243.0,GF,AMD,5728.0,5728.0,358.0,24.56896551724138,22.912,3
2524,AMD Radeon RX 550X,GPU,2018-12-16,14.0,50.0,103.0,2200.0,1100.0,GF,AMD,1211.0,1211.0,75.71,21.359223300970875,24.22,3
2525,NVIDIA GeForce GTX 1080 Max-Q,GPU,2017-06-27,16.0,150.0,314.0,7200.0,1290.0,TSMC,NVIDIA,117.4,7516.0,234.9,22.929936305732483,50.10666666666667,3
2526,AMD Radeon RX 560 Mobile,GPU,2017-01-05,14.0,55.0,123.0,3000.0,1000.0,GF,AMD,1887.0,1887.0,117.9,24.390243902439025,34.30909090909091,3
2527,NVIDIA Quadro M5500 Mobile,GPU,2016-04-08,28.0,150.0,398.0,5200.0,1140.0,TSMC,NVIDIA,4775.6702615479435,4772.0,149.1,13.06532663316583,31.813333333333333,2
2528,ATI Radeon X600 SE,GPU,2004-09-01,110.0,36.0,74.0,107.0,325.0,TSMC,ATI,1641.039710222897,22.020297336380743,188.22850769872065,1.445945945945946,0.6116749260105762,0
2529,3dfx Voodoo4 4000 AGP,GPU,NaT,250.0,15.0,112.0,14.0,166.0,TSMC,Other,1068.4768975214974,168.92063664439846,92.40770702035115,0.125,11.26137577629323,0
2530,AMD FirePro W4000,GPU,2012-08-07,28.0,75.0,212.0,2800.0,825.0,TSMC,AMD,1342.9607079973437,1267.0,79.2,13.20754716981132,16.893333333333334,2
2531,NVIDIA GeForce GTX 580,GPU,2010-11-09,40.0,244.0,520.0,3000.0,772.0,TSMC,NVIDIA,2195.9607772126465,1581.0,197.6,5.769230769230769,6.479508196721311,0
2532,NVIDIA GeForce RTX 2060 Max-Q Refresh,GPU,2019-01-29,12.0,115.0,445.0,10800.0,960.0,TSMC,NVIDIA,9216.0,4608.0,144.0,24.269662921348313,40.06956521739131,0
2533,ATI Mobility Radeon HD 5650,GPU,2010-01-07,40.0,15.0,104.0,627.0,450.0,TSMC,ATI,751.8296438861479,360.0,91.80008483906185,6.028846153846154,24.0,0
2534,Intel GMA X4500,GPU,2008-06-01,65.0,13.0,113.48049336614999,308.8924882845133,533.0,Intel,Intel,410.8814879027532,85.28,8.309524084721772,2.721987533909089,6.5600000000000005,0
2535,AMD Radeon E9550 MXM,GPU,2016-09-27,14.0,95.0,232.0,5700.0,1120.0,GF,AMD,5834.0,5834.0,364.6,24.56896551724138,61.410526315789475,3
2536,Intel HD Graphics 2000,GPU,2011-02-01,32.0,27.629507067109742,131.0,504.0,650.0,Intel,Intel,455.64359092275475,96.0,10.634892615333609,3.8473282442748094,3.474546243869791,1
2537,ATI Radeon HD 4700,GPU,2010-02-11,55.0,50.0,146.0,514.0,600.0,TSMC,ATI,752.0129207731693,384.0,69.43484826211953,3.5205479452054793,7.68,0
2538,AMD Radeon HD 8670A,GPU,2013-02-02,28.0,45.0,77.0,950.0,600.0,TSMC,AMD,782.6759516707073,460.8,28.8,12.337662337662337,10.24,2
2539,ATI Xbox 360 GPU 65nm,GPU,2008-08-01,65.0,150.0,181.0,232.0,500.0,TSMC,ATI,458.70869728493864,240.0,11.741789588377506,1.281767955801105,1.6,0
2540,AMD Radeon R9 285X,GPU,NaT,28.0,200.0,366.0,5000.0,1002.0,TSMC,AMD,5058.53286199151,4104.0,189.43718204023588,13.66120218579235,20.52,2
2541,NVIDIA GeForce GTX 1080 11Gbps,GPU,2017-04-20,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA,138.6,8873.0,277.3,22.929936305732483,49.294444444444444,3
2542,NVIDIA Quadro P3000 Mobile,GPU,2017-01-11,16.0,75.0,314.0,7200.0,1088.0,TSMC,NVIDIA,48.6,3110.0,97.2,22.929936305732483,41.46666666666667,3
2543,NVIDIA GeForce GT 730,GPU,2014-06-18,28.0,38.0,87.0,1020.0,902.0,TSMC,NVIDIA,1215.5476286905348,692.7,28.86,11.724137931034482,18.228947368421053,2
2544,AMD Radeon R7 A265,GPU,2014-01-09,28.0,35.00002862533315,77.0,950.0,725.0,TSMC,AMD,1052.6355247403549,633.6,39.6,12.337662337662337,18.10284233714592,2
2545,NVIDIA GeForce FX Go5200 64M,GPU,2003-03-01,150.0,15.5,91.0,45.0,250.0,TSMC,NVIDIA,2170.412123494125,629.0855066740777,234.05103471357157,0.4945054945054945,40.58616172090824,0
2546,NVIDIA GeForce 7600 GS AGP,GPU,2006-07-01,90.0,27.0,125.0,177.0,400.0,TSMC,NVIDIA,618.2254905311277,33.27450118550397,90.83253417090023,1.416,1.2323889327964435,0
2547,NVIDIA GeForce RTX 3070 Mobile,GPU,2021-01-12,8.0,115.0,392.0,17400.0,1110.0,Samsung,NVIDIA,15970.0,15970.0,249.6,44.38775510204081,138.8695652173913,0
2548,ATI FireMV 2260,GPU,2008-01-01,55.0,15.0,67.0,181.0,500.0,TSMC,ATI,384.36117110572843,40.0,12.173532849795645,2.701492537313433,2.6666666666666665,0
2549,NVIDIA GeForce 6100 + nForce 420,GPU,2004-10-11,90.0,53.666666666666664,117.8,145.2,425.0,Unknown,NVIDIA,2300.74399478107,27.520000000000003,29.615620272988068,1.2325976230899829,0.5127950310559007,0
2550,NVIDIA GeForce 6100 + nForce 430,GPU,2004-10-11,90.0,53.666666666666664,117.8,145.2,425.0,Unknown,NVIDIA,2192.5210255324055,27.520000000000003,29.615620272988068,1.2325976230899829,0.5127950310559007,0
2551,NVIDIA GeForce GTX 560 Ti OEM,GPU,2011-03-30,40.0,210.0,520.0,3000.0,732.0,TSMC,NVIDIA,1248.3723514052149,1031.0,128.8,5.769230769230769,4.90952380952381,0
2552,AMD Radeon R5 A255,GPU,2014-01-01,28.0,32.30817564564384,125.0,1550.0,925.0,TSMC,AMD,721.9,721.9,45.12,12.4,22.344189530161067,2
2553,ATI Radeon X1650 GT,GPU,2007-05-01,80.0,13.0,230.0,330.0,400.0,TSMC,ATI,484.16000000000037,70.00505947899812,95.7142133988799,1.434782608695652,5.385004575307548,0
2554,NVIDIA GRID M60-2Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA,4896.334850803781,4825.0,150.8,13.06532663316583,21.444444444444443,2
2555,NVIDIA TITAN X Pascal,GPU,2016-08-02,16.0,250.0,471.0,11800.0,1417.0,TSMC,NVIDIA,171.5,10970.0,342.9,25.05307855626327,43.88,3
2556,AMD FirePro W8100,GPU,2014-06-23,28.0,220.0,438.0,6200.0,824.0,TSMC,AMD,7890.427414328552,4219.0,2109.0,14.155251141552512,19.177272727272726,2
2557,ATI Mobility Radeon 9600 PRO Turbo,GPU,2004-02-13,130.0,27.65684709470775,92.0,76.0,337.0,TSMC,ATI,707.4066102193784,21.77262185582738,88.42582627742229,0.8260869565217391,0.7872416469335602,0
2558,NVIDIA Quadro FX 5600,GPU,2007-03-05,90.0,171.0,484.0,681.0,600.0,TSMC,NVIDIA,776.5831950974624,345.6,69.13847560245497,1.4070247933884297,2.0210526315789474,0
2559,NVIDIA P106-090,GPU,2017-07-31,16.0,75.0,200.0,4400.0,1354.0,TSMC,NVIDIA,36.74,2352.0,73.49,22.0,31.36,3
2560,NVIDIA Quadro FX Go1400,GPU,2005-02-25,130.0,36.704745628593464,225.0,222.0,275.0,TSMC,NVIDIA,522.24,24.397272851233073,95.42728303127646,0.9866666666666667,0.6646898768378138,0
2561,NVIDIA GeForce Go 7300T,GPU,2006-02-01,90.0,29.46487601462569,81.0,112.0,350.0,TSMC,NVIDIA,604.9725438809628,21.77758993425854,94.12788736131394,1.382716049382716,0.7391033963098518,0
2562,AMD Radeon R7 Graphics,GPU,2014-02-17,28.0,90.0,245.0,2410.0,720.0,GF,AMD,1085.8279247468872,553.0,34.56,9.83673469387755,6.144444444444445,2
2563,NVIDIA GeForce GT 325M,GPU,2010-01-10,40.0,23.0,100.0,486.0,450.0,TSMC,NVIDIA,384.62073111625494,95.04,20.08389517696279,4.86,4.132173913043479,0
2564,NVIDIA RTX A5000,GPU,2021-04-12,8.0,230.0,628.0,28300.0,1170.0,Samsung,NVIDIA,27770.0,27770.0,867.8,45.06369426751592,120.73913043478261,0
2565,ATI Radeon Xpress 1200 IGP,GPU,2007-02-28,80.0,13.0,73.0,120.0,400.0,Unknown,ATI,610.5506088872856,31.894134031466542,93.12349110662493,1.643835616438356,2.4533949254974265,0
2566,NVIDIA GeForce 7900 GT,GPU,2006-03-09,90.0,48.0,196.0,278.0,450.0,TSMC,NVIDIA,599.6030580046656,52.96267517408187,28.94986983025752,1.4183673469387754,1.1033890661267056,0
2567,AMD Radeon R8 M535DX,GPU,2017-04-18,28.0,24.901061867643804,125.0,1550.0,780.0,TSMC,AMD,570.2,570.2,35.64,12.4,22.89862187527482,2
2568,NVIDIA Quadro K2200,GPU,2014-07-22,28.0,68.0,148.0,1870.0,1046.0,TSMC,NVIDIA,1184.326413846621,1439.0,44.96,12.635135135135135,21.16176470588235,2
