cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean
AMD Phenom II X4 910,100.0,1776,17.76,988,9.88,95.0,18.7,4,2009,AM3,Desktop,444.0,18.694736842105264,2.225225225225225,AMD,AMD Phenom II X4 910
AMD A8-5557M APU,169.99,1774,,1084,,35.0,50.68,4,2013,FP2,Laptop,443.5,50.68571428571428,2.444193912063134,AMD,AMD A8-5557M APU
AMD R-464L APU,169.99,1773,,1123,,35.0,50.65,4,2012,FS1r2,Unknown,443.25,50.65714285714286,2.53355893965031,AMD,AMD R-464L APU
Intel Core i7-820QM @ 1.73GHz,129.0,1768,13.71,1029,7.98,45.0,39.29,4,2009,PGA988A,Laptop,442.0,39.28888888888889,2.328054298642534,Intel,Intel Core i7-820QM
AMD Phenom II N830 3+1,169.99,1768,,935,,35.0,50.52,4,2014,S1,Laptop,442.0,50.51428571428571,2.1153846153846154,AMD,AMD Phenom II N830 3+1
AMD GX-420CA SOC,169.99,1767,,669,,25.0,70.69,4,2013,FT3 (769-BGA),Laptop,441.75,70.68,1.5144312393887946,AMD,AMD GX-420CA SOC
Intel Core2 Quad Q9100 @ 2.26GHz,385.89,1764,4.57,930,2.41,45.0,39.2,4,2009,PGA478,Laptop,441.0,39.2,2.108843537414966,Intel,Intel Core 2 Quad Q9100
AMD Athlon II X3 450,28.02,1763,62.91,1292,46.12,95.0,18.56,3,2010,AM3,Desktop,587.6666666666666,18.557894736842105,2.1985252410663643,AMD,AMD Athlon II X3 450
Intel Xeon L5408 @ 2.13GHz,169.99,1761,,935,,40.0,44.04,4,2014,LGA771,Server,440.25,44.025,2.123793299261783,Intel,Intel Xeon L5408
AMD A10-4657M APU,169.99,1759,,940,,35.0,50.27,4,2013,FP2,Laptop,439.75,50.25714285714286,2.1375781694144402,AMD,AMD A10-4657M APU
Intel Celeron G1840 @ 2.80GHz,69.0,1758,25.48,1612,23.36,53.0,33.17,2,2014,FCLGA1150,Desktop,879.0,33.16981132075472,1.8339021615472126,Intel,Intel Celeron G1840
Intel Atom C3538 @ 2.10GHz,75.0,1756,23.41,669,8.92,15.0,117.06,4,2018,FCBGA1310,Server,439.0,117.06666666666666,1.5239179954441913,Intel,Intel Atom C3538
Intel Pentium G3240T @ 2.70GHz,77.475,1755,,1558,,35.0,50.14,2,2014,LGA1150,Desktop,877.5,50.142857142857146,1.7754985754985755,Intel,Intel Pentium G3240T
Intel Pentium G3260T @ 2.90GHz,49.99,1755,35.1,1568,31.37,35.0,50.13,2,2015,LGA1150,Desktop,877.5,50.142857142857146,1.786894586894587,Intel,Intel Pentium G3260T
Intel Core i5-540M @ 2.53GHz,48.99,1752,35.76,1133,23.13,35.0,50.06,2,2010,BGA1288,Laptop,876.0,50.05714285714286,1.29337899543379,Intel,Intel Core i5-540M
MediaTek MT8768WT,395.0,1748,,609,,95.0,,8,2021,unknown,Mobile/Embedded,218.5,18.4,2.7871853546910756,Other,MediaTek MT8768WT
MT6765,395.0,1748,,629,,95.0,,8,2021,unknown,Mobile/Embedded,218.5,18.4,2.8787185354691074,Other,MT6765
MT6797M,477.5,1745,,854,,125.0,,10,2021,unknown,Mobile/Embedded,174.5,13.96,4.893982808022923,Other,MT6797M
Intel Core i3-4000M @ 2.40GHz,58.11,1744,30.01,1269,21.83,37.0,47.13,2,2013,FCPGA946,Laptop,872.0,47.13513513513514,1.4552752293577982,Intel,Intel Core i3-4000M
HP Hexa-Core 2.0GHz,504.27,1741,3.45,804,1.59,65.0,,4,2014,unknown,Unknown,435.25,26.784615384615385,1.8472142446869615,Other,HP Hexa-Core 2.0GHz
AMD A10-5745M APU,169.99,1738,,975,,25.0,69.53,4,2013,FP2,Laptop,434.5,69.52,2.243958573072497,AMD,AMD A10-5745M APU
AMD Athlon 5350 APU,129.0,1737,13.47,698,5.41,25.0,69.48,4,2014,"AM1,FS1B",Desktop,434.25,69.48,1.6073690270581462,AMD,AMD Athlon 5350 APU
AMD Phenom 9600B Quad-Core,39.95,1736,43.45,937,23.45,95.0,18.27,4,2009,AM2+,Desktop,434.0,18.273684210526316,2.1589861751152073,AMD,AMD Phenom 9600B Quad-Core
AMD A6-7310 APU,169.99,1736,,787,,25.0,69.45,4,2015,unknown,Laptop,434.0,69.44,1.8133640552995391,AMD,AMD A6-7310 APU
AMD GX-424CC SOC,169.99,1735,,799,,25.0,69.38,4,2014,FT3b,Laptop,433.75,69.4,1.8420749279538904,AMD,AMD GX-424CC SOC
AArch64 rev 4 (aarch64),395.0,1735,,648,,95.0,,8,2021,unknown,Unknown,216.875,18.263157894736842,2.9878962536023055,Other,AArch64 rev 4 (aarch64)
AMD Opteron 2356,89.95,1733,19.26,849,9.44,75.0,23.1,4,2009,F (1207),Server,433.25,23.106666666666666,1.959607616849394,AMD,AMD Opteron 2356
Intel Core i5-2557M @ 1.70GHz,77.475,1732,,1048,,17.0,101.86,2,2011,BGA1023,Laptop,866.0,101.88235294117646,1.210161662817552,Intel,Intel Core i5-2557M
MT6752,395.0,1728,,486,,95.0,,8,2021,unknown,Mobile/Embedded,216.0,18.189473684210526,2.25,Other,MT6752
Intel Pentium G3250T @ 2.80GHz,49.99,1726,34.52,1568,31.38,35.0,49.3,2,2015,LGA1150,Desktop,863.0,49.31428571428572,1.8169177288528389,Intel,Intel Pentium G3250T
MediaTek MT8768CT,395.0,1724,,615,,95.0,,8,2021,unknown,Mobile/Embedded,215.5,18.147368421052633,2.8538283062645013,Other,MediaTek MT8768CT
MediaTek MT6797T,477.5,1723,,533,,125.0,,10,2021,unknown,Mobile/Embedded,172.3,13.784,3.093441671503192,Other,MediaTek MT6797T
AMD Phenom X2 Dual-Core GE-6060,77.475,1722,,1160,,35.0,,2,2012,unknown,Unknown,861.0,49.2,1.3472706155632985,AMD,AMD Phenom X2 Dual-Core GE-6060
AMD Athlon II X3 440,14.76,1718,116.42,1220,82.65,95.0,18.09,3,2010,AM3,Desktop,572.6666666666666,18.08421052631579,2.130384167636787,AMD,AMD Athlon II X3 440
Intel Core i3-4158U @ 2.00GHz,77.475,1718,,1005,,28.0,61.36,2,2014,FCBGA1168,Laptop,859.0,61.357142857142854,1.169965075669383,Intel,Intel Core i3-4158U
AMD A10-7300 APU,169.99,1715,,847,,19.0,90.29,4,2014,FP3,Laptop,428.75,90.26315789473684,1.9755102040816326,AMD,AMD A10-7300 APU
"Qualcomm Technologies, Inc APQ8053",395.0,1712,,557,,95.0,,8,2021,unknown,Mobile/Embedded,214.0,18.021052631578947,2.602803738317757,Other,"Qualcomm Technologies, Inc APQ8053"
AMD Athlon II X4 600e,19.99,1711,85.59,913,45.68,45.0,38.02,4,2009,AM3,Desktop,427.75,38.022222222222226,2.1344243132670955,AMD,AMD Athlon II X4 600e
Intel Pentium G2030 @ 3.00GHz,29.0,1711,59.01,1599,55.14,55.0,31.11,2,2013,FCLGA1155,Desktop,855.5,31.10909090909091,1.8690824079485682,Intel,Intel Pentium G2030
Intel Celeron G1630 @ 2.80GHz,69.99,1707,24.39,1553,22.19,55.0,31.04,2,2013,FCLGA1155,Desktop,853.5,31.036363636363635,1.8195664909197422,Intel,Intel Celeron G1630
AMD PRO A6-8500B,77.475,1704,,1365,,15.0,113.6,2,2016,FP4,Laptop,852.0,113.6,1.602112676056338,AMD,AMD PRO A6-8500B
AMD Opteron 1356,89.99,1703,18.92,918,10.2,75.0,22.7,4,2009,AM2,Server,425.75,22.706666666666667,2.15619495008808,AMD,AMD Opteron 1356
HiSilicon Kirin 659,395.0,1703,,665,,95.0,,8,2021,unknown,Mobile/Embedded,212.875,17.926315789473684,3.1238990017615973,Other,HiSilicon Kirin 659
AMD PRO A4-3350B APU,169.99,1702,,779,,15.0,113.44,4,2016,FT3b,Laptop,425.5,113.46666666666667,1.8307873090481785,AMD,AMD PRO A4-3350B APU
AMD Phenom 9650 Quad-Core,39.99,1699,42.5,924,23.1,95.0,17.89,4,2008,AM2+,Desktop,424.75,17.88421052631579,2.1753972925250147,AMD,AMD Phenom 9650 Quad-Core
AMD Phenom FX-5200 Quad-Core,169.99,1699,,919,,65.0,26.14,4,2010,AM3,Unknown,424.75,26.138461538461538,2.1636256621542085,AMD,AMD Phenom FX-5200 Quad-Core
Intel Pentium 4425Y @ 1.70GHz,161.0,1697,10.54,967,6.01,6.0,282.8,2,2020,FCBGA1515,Laptop,848.5,282.8333333333333,1.1396582203889216,Intel,Intel Pentium 4425Y
Intel Core i3-560 @ 3.33GHz,36.97,1696,45.87,1379,37.3,73.0,23.23,2,2010,LGA1156,Desktop,848.0,23.232876712328768,1.6261792452830188,Intel,Intel Core i3-560
Intel Atom x6211E @ 1.20GHz,35.0,1695,48.43,1304,37.25,6.0,282.52,2,2021,FCBGA1493,Mobile/Embedded,847.5,282.5,1.5386430678466076,Intel,Intel Atom x6211E
Intel Celeron 4305U @ 2.20GHz,107.0,1694,15.83,1378,12.88,15.0,112.91,2,2021,FCBGA1528,Mobile/Embedded,847.0,112.93333333333334,1.6269185360094451,Intel,Intel Celeron 4305U
Intel Celeron 3965U @ 2.20GHz,107.0,1692,15.82,1356,12.67,15.0,112.82,2,2017,FCBGA1356,Laptop,846.0,112.8,1.6028368794326242,Intel,Intel Celeron 3965U
Intel Pentium G2100T @ 2.60GHz,77.475,1691,,1460,,35.0,48.33,2,2016,LGA1155,Desktop,845.5,48.31428571428572,1.726788882318155,Intel,Intel Pentium G2100T
Intel Celeron J4025 @ 2.00GHz,77.475,1688,,1234,,10.0,168.79,2,2020,FCBGA1090,Desktop,844.0,168.8,1.462085308056872,Intel,Intel Celeron J4025
MT6765V/WB,395.0,1688,,596,,95.0,,8,2021,unknown,Mobile/Embedded,211.0,17.768421052631577,2.824644549763033,Other,MT6765V/WB
Intel Core i7-2617M @ 1.50GHz,77.475,1687,,1092,,17.0,99.22,2,2011,BGA1023,Laptop,843.5,99.23529411764706,1.2946058091286308,Intel,Intel Core i7-2617M
AMD A4-6250J APU,169.99,1685,,700,,25.0,67.4,4,2014,unknown,Unknown,421.25,67.4,1.6617210682492582,AMD,AMD A4-6250J APU
Intel Pentium G2020 @ 2.90GHz,50.0,1684,33.68,1566,31.33,55.0,30.61,2,2013,FCLGA1155,Desktop,842.0,30.618181818181817,1.8598574821852731,Intel,Intel Pentium G2020
Intel Core i5-520M @ 2.40GHz,28.02,1683,60.07,1083,38.67,35.0,48.09,2,2010,BGA1288,Laptop,841.5,48.08571428571429,1.28698752228164,Intel,Intel Core i5-520M
AMD Phenom 9850 Quad-Core,129.99,1680,12.92,925,7.12,125.0,13.44,4,2008,AM2+,Desktop,420.0,13.44,2.2023809523809526,AMD,AMD Phenom 9850 Quad-Core
AMD PRO A6-7350B,77.475,1679,,1535,,15.0,111.93,2,2018,FMA4,Laptop,839.5,111.93333333333334,1.8284693269803454,AMD,AMD PRO A6-7350B
Intel Xeon L5335 @ 2.00GHz,18.79,1678,89.29,827,43.99,50.0,33.56,4,2007,LGA771,Server,419.5,33.56,1.9713945172824792,Intel,Intel Xeon L5335
AMD A9-9430,77.475,1676,,1441,,35.0,,2,2017,unknown,Desktop,838.0,47.885714285714286,1.7195704057279235,AMD,AMD A9-9430
Intel Celeron 6305E @ 1.80GHz,107.0,1675,15.66,1083,10.12,15.0,111.68,2,2021,FCBGA1449,Mobile/Embedded,837.5,111.66666666666667,1.2931343283582089,Intel,Intel Celeron 6305E
AMD Athlon II X3 435,159.95,1670,10.44,1188,7.43,95.0,17.58,3,2009,AM3,Desktop,556.6666666666666,17.57894736842105,2.134131736526946,AMD,AMD Athlon II X3 435
Intel Celeron G1820 @ 2.70GHz,62.3,1670,26.81,1520,24.39,53.0,31.51,2,2014,FCLGA1150,Desktop,835.0,31.50943396226415,1.8203592814371257,Intel,Intel Celeron G1820
AMD Phenom II X920 Quad-Core,169.99,1669,,944,,45.0,37.09,4,2010,S1,Laptop,417.25,37.08888888888889,2.262432594367885,AMD,AMD Phenom II X920 Quad-Core
AMD A6-6310 APU,169.99,1666,,750,,15.0,111.06,4,2014,FT3,Laptop,416.5,111.06666666666666,1.8007202881152462,AMD,AMD A6-6310 APU
Intel Xeon E5405 @ 2.00GHz,59.0,1664,28.21,877,14.86,80.0,20.8,4,2009,LGA771,Server,416.0,20.8,2.108173076923077,Intel,Intel Xeon E5405
Samsung Exynos 7880,395.0,1664,,466,,95.0,,8,2021,unknown,Mobile/Embedded,208.0,17.51578947368421,2.2403846153846154,Other,Samsung Exynos 7880
AMD A4-7210 APU,169.99,1663,,725,,25.0,66.53,4,2015,BGA,Laptop,415.75,66.52,1.7438364401683704,AMD,AMD A4-7210 APU
MediaTek MT6765V/CB,395.0,1663,,589,,95.0,,8,2021,unknown,Mobile/Embedded,207.875,17.50526315789474,2.8334335538184003,Other,MediaTek MT6765V/CB
Samsung Exynos 7885,395.0,1663,,854,,95.0,,8,2021,unknown,Mobile/Embedded,207.875,17.50526315789474,4.108238123872519,Other,Samsung Exynos 7885
AMD PRO A6-9500E,74.0,1662,22.46,1493,20.18,35.0,47.5,2,2017,AM4,Desktop,831.0,47.48571428571429,1.796630565583634,AMD,AMD PRO A6-9500E
Intel Core i7-720QM @ 1.60GHz,99.95,1661,16.62,965,9.65,45.0,36.92,4,2009,PGA988A,Laptop,415.25,36.91111111111111,2.323901264298615,Intel,Intel Core i7-720QM
MediaTek MT6765V/CA,395.0,1659,,611,,95.0,,8,2021,unknown,Mobile/Embedded,207.375,17.46315789473684,2.9463532248342377,Other,MediaTek MT6765V/CA
Samsung Exynos 7904,395.0,1657,,742,,95.0,,8,2021,unknown,Mobile/Embedded,207.125,17.442105263157895,3.5823777911888954,Other,Samsung Exynos 7904
Intel Core i3-4030Y @ 1.60GHz,77.475,1654,,901,,11.5,143.85,2,2014,FCBGA1168,Laptop,827.0,143.82608695652175,1.0894800483675937,Intel,Intel Core i3-4030Y
"Qualcomm Technologies, Inc MSM8953",395.0,1654,,519,,95.0,,8,2021,unknown,Mobile/Embedded,206.75,17.410526315789475,2.510278113663845,Other,"Qualcomm Technologies, Inc MSM8953"
AMD A6-5200 APU,169.99,1653,,659,,25.0,66.1,4,2013,FT3,Laptop,413.25,66.12,1.5946763460375075,AMD,AMD A6-5200 APU
HiSilicon Kirin 650,395.0,1653,,628,,95.0,,8,2021,unknown,Mobile/Embedded,206.625,17.4,3.0393224440411375,Other,HiSilicon Kirin 650
AMD A4 PRO-3340B,169.99,1652,,657,,25.0,66.1,4,2015,BGA769 (FT3),Laptop,413.0,66.08,1.5907990314769975,AMD,AMD A4 PRO-3340B
AMD Phenom X4 Quad-Core GP-9600,169.99,1649,,764,,95.0,17.36,4,2009,AM2+,Desktop,412.25,17.357894736842105,1.8532443905397211,AMD,AMD Phenom X4 Quad-Core GP-9600
AMD A6-3600 APU,24.95,1649,66.1,896,35.92,65.0,25.37,4,2011,FM1,Desktop,412.25,25.369230769230768,2.173438447543966,AMD,AMD A6-3600 APU
MT6757W,395.0,1648,,592,,95.0,,8,2021,unknown,Mobile/Embedded,206.0,17.347368421052632,2.8737864077669903,Other,MT6757W
Intel Core i3-4010U @ 1.70GHz,124.95,1647,13.18,905,7.24,15.0,109.77,2,2013,BGA1168,Laptop,823.5,109.8,1.0989678202792956,Intel,Intel Core i3-4010U
AMD Phenom II N970 Quad-Core,149.99,1647,10.98,902,6.01,35.0,47.05,4,2011,S1,Laptop,411.75,47.05714285714286,2.1906496660595023,AMD,AMD Phenom II N970 Quad-Core
AMD A8-7100 APU,169.99,1644,,847,,19.0,86.54,4,2014,FP3,Laptop,411.0,86.52631578947368,2.0608272506082725,AMD,AMD A8-7100 APU
AMD A6 PRO-7400B,37.49,1641,,1494,,65.0,25.24,1,2014,FM2+,Desktop,1641.0,25.246153846153845,0.9104204753199269,AMD,AMD A6 PRO-7400B
Intel Core i3-3120M @ 2.50GHz,129.0,1641,12.72,1270,9.85,35.0,46.89,2,2012,PGA988,Laptop,820.5,46.885714285714286,1.5478366849482024,Intel,Intel Core i3-3120M
Rockchip RK,395.0,1641,,783,,95.0,,8,2021,unknown,Mobile/Embedded,205.125,17.273684210526316,3.8171846435100547,Other,Rockchip RK
AMD A10-4655M APU,77.475,1637,,902,,25.0,65.48,2,2012,FP2,Laptop,818.5,65.48,1.1020158827122786,AMD,AMD A10-4655M APU
AMD Phenom 9550 Quad-Core,29.99,1636,54.56,873,29.11,95.0,17.23,4,2008,AM2+,Desktop,409.0,17.221052631578946,2.1344743276283618,AMD,AMD Phenom 9550 Quad-Core
AMD Opteron 2373 EE,169.99,1635,,814,,60.0,27.25,4,2018,F (1207),Server,408.75,27.25,1.9914373088685016,AMD,AMD Opteron 2373 EE
Nvidia Tegra T210,169.99,1635,,722,,65.0,,4,2021,unknown,Mobile/Embedded,408.75,25.153846153846153,1.766360856269113,Other,Nvidia Tegra T210
Intel Core i3-4005U @ 1.70GHz,77.475,1634,,902,,15.0,108.96,2,2014,FCBGA1168,Laptop,817.0,108.93333333333334,1.1040391676866586,Intel,Intel Core i3-4005U
Intel Core i3-2100T @ 2.50GHz,49.13,1634,33.26,1183,24.08,35.0,46.69,2,2011,LGA1155,Desktop,817.0,46.68571428571428,1.4479804161566707,Intel,Intel Core i3-2100T
Snapdragon 888,169.99,1630,,1190,,65.0,,4,2022,unknown,Mobile/Embedded,407.5,25.076923076923077,2.920245398773006,Other,Snapdragon 888
AMD Embedded R-Series RX-216GD,77.475,1628,,1313,,15.0,108.54,2,2017,BGA (FP4),"Laptop, Mobile/Embedded",814.0,108.53333333333333,1.613022113022113,AMD,AMD Embedded R-Series RX-216GD
AMD A8-4500M APU,69.95,1624,23.22,887,12.68,35.0,46.4,2,2012,FS1r2,Laptop,812.0,46.4,1.0923645320197044,AMD,AMD A8-4500M APU
Intel Pentium G3320TE @ 2.30GHz,77.475,1623,,1314,,35.0,46.38,2,2014,FCLGA1150,Desktop,811.5,46.371428571428574,1.6192236598890943,Intel,Intel Pentium G3320TE
AMD Opteron 1354,238.01,1620,6.81,864,3.63,75.0,21.6,4,2009,AM2,Server,405.0,21.6,2.1333333333333333,AMD,AMD Opteron 1354
AMD Phenom 9600 Quad-Core,39.95,1619,40.52,904,22.64,95.0,17.04,4,2008,AM2+,Desktop,404.75,17.042105263157893,2.2334774552192713,AMD,AMD Phenom 9600 Quad-Core
Intel Core i5 E 520 @ 2.40GHz,77.475,1619,,1032,,35.0,46.26,2,2010,BGA1288,Desktop,809.5,46.25714285714286,1.2748610253242743,Intel,Intel Core i5 E 520
AMD A6-6400B APU,37.49,1616,,1608,,65.0,24.85,1,2014,FM2,Desktop,1616.0,24.861538461538462,0.995049504950495,AMD,AMD A6-6400B APU
MediaTek MT6797,477.5,1616,,666,,125.0,,10,2021,unknown,Mobile/Embedded,161.6,12.928,4.121287128712871,Other,MediaTek MT6797
Intel Celeron G1820T @ 2.40GHz,42.0,1614,38.43,1396,33.24,35.0,46.11,2,2014,LGA1150,Desktop,807.0,46.114285714285714,1.7298636926889714,Intel,Intel Celeron G1820T
Intel Pentium G2120T @ 2.70GHz,77.475,1613,,1493,,35.0,46.09,2,2020,FCLGA1155,Desktop,806.5,46.08571428571429,1.8512089274643522,Intel,Intel Pentium G2120T
MediaTek MT6757CD,395.0,1612,,624,,95.0,,8,2021,unknown,Mobile/Embedded,201.5,16.96842105263158,3.096774193548387,Other,MediaTek MT6757CD
Samsung Exynos 7420,395.0,1612,,812,,95.0,,8,2021,unknown,Mobile/Embedded,201.5,16.96842105263158,4.029776674937965,Other,Samsung Exynos 7420
Intel Celeron N4000C @ 1.10GHz,77.475,1611,,1150,,6.0,268.43,2,2019,FCBGA1090,Laptop,805.5,268.5,1.4276846679081316,Intel,Intel Celeron N4000C
AMD A8-5545M APU,169.99,1611,,880,,19.0,84.78,4,2013,FP2,Laptop,402.75,84.78947368421052,2.184978274363749,AMD,AMD A8-5545M APU
Intel Core i3-3110M @ 2.40GHz,69.95,1609,23.0,1255,17.95,35.0,45.96,2,2012,BGA1023,Laptop,804.5,45.97142857142857,1.559975139838409,Intel,Intel Core i3-3110M
Intel Celeron 2000E @ 2.20GHz,77.475,1607,,1282,,37.0,43.43,2,2017,FCBGA1364,Laptop,803.5,43.432432432432435,1.5955196017423772,Intel,Intel Celeron 2000E
MT6765V/WA,395.0,1606,,617,,95.0,,8,2021,unknown,Mobile/Embedded,200.75,16.905263157894737,3.0734744707347446,Other,MT6765V/WA
Unisoc T310,169.99,1606,,1154,,65.0,,4,2022,unknown,Mobile/Embedded,401.5,24.70769230769231,2.8742216687422166,Other,Unisoc T310
AMD A6-8550,77.475,1604,,1474,,65.0,24.68,2,2015,FM2+,Desktop,802.0,24.676923076923078,1.8379052369077307,AMD,AMD A6-8550
MT6757WD,395.0,1602,,620,,95.0,,8,2021,unknown,Mobile/Embedded,200.25,16.86315789473684,3.0961298377028714,Other,MT6757WD
Intel Pentium 4415Y @ 1.60GHz,161.0,1600,9.94,899,5.59,6.0,266.6,2,2018,FCBGA1515,Laptop,800.0,266.6666666666667,1.12375,Intel,Intel Pentium 4415Y
AMD Phenom FX-5000 Quad-Core,169.99,1599,,826,,65.0,24.61,4,2009,AM2+,Unknown,399.75,24.6,2.0662914321450905,AMD,AMD Phenom FX-5000 Quad-Core
Intel Xeon X3210 @ 2.13GHz,185.71,1599,8.61,875,4.71,105.0,15.23,4,2008,LGA775,Server,399.75,15.228571428571428,2.188868042526579,Intel,Intel Xeon X3210
MT6755V/W,395.0,1596,,553,,95.0,,8,2021,unknown,Mobile/Embedded,199.5,16.8,2.7719298245614037,Other,MT6755V/W
Intel Core i5-4220Y @ 1.60GHz,77.475,1591,,952,,11.5,138.33,2,2015,FCBGA1364,Laptop,795.5,138.34782608695653,1.1967316153362666,Intel,Intel Core i5-4220Y
Qualcomm MSM8953,395.0,1589,,486,,95.0,,8,2021,unknown,Mobile/Embedded,198.625,16.726315789473684,2.446821900566394,Other,Qualcomm MSM8953
Intel Core i3-550 @ 3.20GHz,18.46,1588,86.01,1342,72.69,73.0,21.75,2,2010,LGA1156,Desktop,794.0,21.753424657534246,1.690176322418136,Intel,Intel Core i3-550
AMD A6-7400K APU,69.99,1587,22.68,1422,20.31,65.0,24.42,2,2014,FM2+,Desktop,793.5,24.415384615384614,1.7920604914933838,AMD,AMD A6-7400K APU
ARM Neoverse-N1 2 Core 0 MHz,77.475,1583,,1357,,35.0,,2,2021,unknown,Unknown,791.5,45.22857142857143,1.7144662034112446,Other,ARM Neoverse-N1 2 Core 0 MHz
Intel Celeron J4005 @ 2.00GHz,168.75,1581,9.37,1119,6.63,10.0,158.14,2,2018,FCBGA1090,Desktop,790.5,158.1,1.4155597722960152,Intel,Intel Celeron J4005
AMD A8-3550MX APU,169.99,1579,,938,,45.0,35.09,4,2012,FS1,Laptop,394.75,35.08888888888889,2.3761874604179862,AMD,AMD A8-3550MX APU
ARM phytium FT1500a 4 Core 2000 MHz,169.99,1579,,716,,65.0,,4,2021,unknown,Unknown,394.75,24.29230769230769,1.8138062064597846,Other,ARM phytium FT1500a 4 Core 2000 MHz
AMD Athlon II X3 425,58.34,1576,27.02,1105,18.95,95.0,16.59,3,2009,AM3,Desktop,525.3333333333334,16.589473684210525,2.103426395939086,AMD,AMD Athlon II X3 425
Intel Celeron G1840T @ 2.50GHz,77.475,1576,,1431,,35.0,45.02,2,2015,LGA1150,Desktop,788.0,45.02857142857143,1.8159898477157361,Intel,Intel Celeron G1840T
Intel Celeron N4020 @ 1.10GHz,77.475,1570,,1170,,6.0,261.73,2,2020,FCBGA1090,Laptop,785.0,261.6666666666667,1.4904458598726114,Intel,Intel Celeron N4020
AMD A8-3530MX APU,169.99,1570,,933,,45.0,34.89,4,2011,FS1,Laptop,392.5,34.888888888888886,2.3770700636942674,AMD,AMD A8-3530MX APU
Intel Core i5-3339Y @ 1.50GHz,77.475,1569,,898,,13.0,120.67,2,2013,BGA1023,Desktop,784.5,120.6923076923077,1.1446781389420013,Intel,Intel Core i5-3339Y
ZHAOXIN KaiXian KX-6640MA@2.2+GHz,169.99,1566,,722,,70.0,22.36,4,2020,unknown,Unknown,391.5,22.37142857142857,1.8441890166028096,Other,ZHAOXIN KaiXian KX-6640MA@2.2+GHz
AMD Phenom X2 Dual-Core GE-5060,77.475,1566,,1053,,35.0,,2,2016,unknown,Unknown,783.0,44.74285714285714,1.3448275862068966,AMD,AMD Phenom X2 Dual-Core GE-5060
Intel Pentium G3220T @ 2.60GHz,69.95,1564,22.36,1447,20.68,35.0,44.68,2,2014,LGA1150,Desktop,782.0,44.68571428571428,1.850383631713555,Intel,Intel Pentium G3220T
AMD A4-6320 APU,69.99,1563,22.34,1550,22.14,65.0,24.05,1,2014,FM2,Desktop,1563.0,24.046153846153846,0.9916826615483045,AMD,AMD A4-6320 APU
AMD Embedded G-Series GX-420GI Radeon R7E,169.99,1561,,854,,16.1,96.94,4,2017,FP4,"Laptop, Mobile/Embedded",390.25,96.95652173913042,2.188340807174888,AMD,AMD Embedded G-Series GX-420GI Radeon R7E
AMD Phenom II X3 B75,49.95,1560,31.23,1161,23.23,95.0,16.42,3,2009,AM3,Desktop,520.0,16.42105263157895,2.2326923076923078,AMD,AMD Phenom II X3 B75
Intel Celeron G1830 @ 2.80GHz,89.0,1560,17.53,1513,17.0,53.0,29.44,2,2014,LGA1150,Desktop,780.0,29.433962264150942,1.9397435897435897,Intel,Intel Celeron G1830
Intel Core i5-4200Y @ 1.40GHz,77.475,1558,,944,,11.5,135.47,2,2013,BGA1168,Desktop,779.0,135.47826086956522,1.2118100128369704,Intel,Intel Core i5-4200Y
AMD Phenom II N930 Quad-Core,129.95,1558,11.99,825,6.35,35.0,44.5,4,2010,S1,Laptop,389.5,44.51428571428571,2.1181001283697047,AMD,AMD Phenom II N930 Quad-Core
AMD Athlon II X3 420e,116.15,1557,13.4,1058,9.11,45.0,34.6,3,2011,AM3,Desktop,519.0,34.6,2.0385356454720616,AMD,AMD Athlon II X3 420e
AMD A8 PRO-7150B APU,169.99,1557,,789,,19.0,81.94,4,2014,FP3,Laptop,389.25,81.94736842105263,2.026974951830443,AMD,AMD A8 PRO-7150B APU
AMD Phenom II X3 710,169.0,1554,9.2,1069,6.33,95.0,16.36,3,2009,AM3,Desktop,518.0,16.357894736842105,2.063706563706564,AMD,AMD Phenom II X3 710
Intel Pentium 3560M @ 2.40GHz,77.475,1552,,1421,,37.0,41.95,2,2015,FCPGA946,Laptop,776.0,41.945945945945944,1.8311855670103092,Intel,Intel Pentium 3560M
AMD PRO A4-8350B,28.99,1552,53.53,1365,47.07,65.0,23.87,1,2016,FM2+,Desktop,1552.0,23.876923076923077,0.8795103092783505,AMD,AMD PRO A4-8350B
AMD A6-6420B APU,37.49,1550,,1629,,65.0,23.84,1,2014,FM2,Desktop,1550.0,23.846153846153847,1.050967741935484,AMD,AMD A6-6420B APU
Intel Xeon E5335 @ 2.00GHz,17.77,1549,87.15,817,45.99,80.0,19.36,4,2009,LGA771,Server,387.25,19.3625,2.1097482246610717,Intel,Intel Xeon E5335
ZHAOXIN KaiXian ZX-C+ C4700@2.0GHz,169.99,1547,,556,,65.0,,4,2019,unknown,Unknown,386.75,23.8,1.4376212023270847,Other,ZHAOXIN KaiXian ZX-C+ C4700
AMD A4 PRO-7350B,37.49,1544,,1438,,65.0,23.75,1,2014,FM2+,Desktop,1544.0,23.753846153846155,0.9313471502590673,AMD,AMD A4 PRO-7350B
Intel Pentium G2010 @ 2.80GHz,22.97,1541,67.08,1473,64.12,55.0,28.01,2,2013,FCLGA1155,Desktop,770.5,28.01818181818182,1.9117456197274496,Intel,Intel Pentium G2010
